#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AFD7CC
#Date Time: 2020-10-08 16:10:03.695
#Sample rate: 10239.6Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 10 X
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 10 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Noise
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 5 V
#Offset: 0 V

Time (s),Channel 1 (V),Channel 2 (V)
1.579950663872311,-0.1740023799371442,0.3636528000292182
1.580048323872311,-0.6916510227457219,0.3569484761182394
1.580145983872311,-0.7248336280539641,0.3502441522072606
1.580243643872311,-0.7414249307080776,0.3468919902517728
1.580341303872311,-0.7480614517697306,0.3401876663407956
1.580438963872311,-0.7513797123005562,0.3334833424298168
1.580536623872311,-0.7546979728313804,0.326779018518838
1.580634283872311,-0.754697972831382,0.3200746946078592
1.580731943872311,-0.754697972831382,0.3133703706968805
1.580829603872311,-0.754697972831382,0.3066660467859017
1.580927263872311,-0.754697972831382,0.2999617228749229
1.581024923872311,0.6522444922374461,0.3033138848304078
1.581122583872311,1.176529656108073,0.310018208741385
1.581220243872311,1.239576606193943,0.3133703706968759
1.581317903872311,1.269440950971376,0.3167225326523653
1.581415563872311,1.286032253625503,0.3200746946078546
1.581513223872311,1.292668774687156,0.3267790185188319
1.581610883872311,1.295987035217982,0.3334833424298106
1.581708543872311,1.299305295748806,0.3368355043853016
1.581806203872311,1.299305295748808,0.3435398282962788
1.581903863872311,1.299305295748808,0.3468919902517698
1.582001523872311,0.7053366607315432,0.3502441522072591
1.582099183872311,0.1213228073064766,0.3502441522072606
1.582196843872311,0.07486715987469314,0.3502441522072606
1.582294503872311,0.05163933615891307,0.3502441522072606
1.582392163872311,0.04168455456643438,0.3468919902517728
1.582489823872311,0.03504803350478445,0.3468919902517713
1.582587483872311,0.03172977297395872,0.3435398282962834
1.582685143872311,0.03172977297395721,0.340187666340794
1.582782803872311,0.0284115124431345,0.3401876663407925
1.582880463872311,0.028411512443133,0.3368355043853046
1.582978123872311,1.179847916638612,0.3435398282962788
1.583075783872311,4.116508486417231,0.3670049619846969
1.583173443872311,4.318922378798752,0.3871179337176347
1.583271103872311,4.415151934192703,0.4105830674060589
1.583368763872311,4.458289321093442,0.4306960391389967
1.583466423872311,4.481517144809221,0.4541611728274209
1.583564083872311,4.4914719264017,0.4809784684713344
1.583661743872311,4.49810844746335,0.5044436021597616
1.583759403872311,4.501426707994175,0.5279087358481873
1.583857063872311,4.501426707994177,0.5513738695366129
1.583954723872311,4.352104984107155,0.5714868412695508
1.584052383872311,1.770498291127021,0.5781911651805357
1.584150043872311,1.611221785646356,0.5882476510470023
1.584247703872311,1.531583532906539,0.5949519749579826
1.584345363872311,1.495082667067453,0.5983041369134734
1.584443023872311,1.4751731038825,0.6050084608244508
1.584540683872311,1.468536582820846,0.6117127847354296
1.584638343872311,1.461900061759197,0.6150649466909204
1.584736003872311,1.465218322290017,0.6217692706018977
1.584833663872311,1.461900061759196,0.6284735945128764
1.584931323872311,1.461900061759194,0.6318257564683673
1.585028983872311,1.631131348831153,0.6385300803793446
1.585126643872311,1.677586996262747,0.6418822423348354
1.585224303872311,1.684223517324414,0.6485865662458128
1.585321963872311,1.68754177785524,0.6552908901567915
1.585419623872311,1.687541777855241,0.6619952140677703
1.585517283872311,1.690860038386064,0.6653473760232611
1.585614943872311,1.690860038386065,0.6720516999342384
1.585712603872311,1.690860038386065,0.6787560238452172
1.585810263872311,1.690860038386065,0.685460347756196
1.585907923872311,1.690860038386065,0.6921646716671748
1.586005583872311,-0.5589206015117303,0.685460347756202
1.586103243872311,-2.447010843550873,0.6653473760232718
1.586200903872311,-2.612923870092868,0.6485865662458234
1.586298563872311,-2.689243862301865,0.6318257564683765
1.586396223872311,-2.72574472814095,0.6150649466909296
1.586493883872311,-2.745654291325903,0.5915998130025069
1.586591543872311,-2.75560907291838,0.5714868412695691
1.586689203872311,-2.758927333449207,0.5513738695366327
1.586786863872311,-2.758927333449209,0.5312608978036965
1.586884523872311,-2.762245593980031,0.514500088026248
1.586982183872311,-2.184868261616882,0.4977392782488012
1.587079843872311,-0.950475344150572,0.4910349543378178
1.587177503872311,-0.8675188308794431,0.4809784684713512
1.587275163872311,-0.8243814439787102,0.470921982604883
1.587372823872311,-0.8044718807937543,0.4642176586939027
1.587470483872311,-0.7945170992012771,0.4541611728274361
1.587568143872311,-0.7911988386704514,0.4474568489164589
1.587665803872311,-0.7878805781396272,0.4407525250054801
1.587763463872311,-0.7878805781396242,0.430696039139015
1.587861123872311,-0.7845623176088029,0.4273438771835195
1.587958783872311,-0.7613344938930515,0.4206395532725438
1.588056443872311,-0.5257379962047254,0.413935229361565
1.588154103872311,-0.5124649540812264,0.4072309054505863
1.588251763872311,-0.5058284330195718,0.4005265815396075
1.588349423872311,-0.4991919119579234,0.397174419584115
1.588447083872311,-0.4958736514270962,0.3938222576286257
1.588544743872311,-0.4991919119579143,0.3837657717621636
1.588642403872311,-0.4991919119579173,0.3804136098066682
1.588740063872311,-0.4991919119579173,0.3737092858956924
1.588837723872311,-0.4958736514270962,0.3703571239402
1.588935383872311,-0.4991919119579143,0.3636528000292243
1.589033043872311,-2.08532044569045,0.3502441522072728
1.589130703872311,-2.456965625143867,0.3368355043853153
1.589228363872311,-2.520012575229808,0.3200746946078714
