#Digilent WaveForms Oscilloscope Acquisition,,,,,
#Device Name: Discovery2,,,,,
#Serial Number: SN:210321AFD7CC,,,,,
#Date Time: 2020-09-24 15:58:33.471,,,,,
#Sample rate: 54615Hz,,,,,
#Samples: 8192,,,,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 900 mV Hyst.: Auto HoldOff: 0 s,,,,,
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 10 X,,,,,
#Channel 2: Range: 200 mV/div Offset: 0 V Attenuation: 10 X,,,,,
#Wavegen Channel 1: Running,,,,,
#Mode: Simple,,,,,
#Type: Pulse,,,,,
#Frequency: 1 Hz,,,,,
#Period: 1 s,,,,,
#Amplitude: 2.5 V,,,,,
#Offset: 0 V,,,,,
#Symmetry: 0.4 %,,,,,
#Phase: 0 °,,,,,
,,,,,
Time (s),Channel 1 (V),Channel 2 (V),,,
-0.041842882,-0.008089353,0.004971471,0.003620001,-0.041842882,1
-0.041824572,-0.008089353,0.004971471,0.003620001,-0.041824572,1
-0.041806262,-0.004771093,0.004971471,0.003620001,-0.041806262,1
-0.041787952,-0.008089353,0.001619309,0.001179108,-0.041787952,1
-0.041769642,-0.008089353,0.001619309,0.001179108,-0.041769642,1
-0.041751332,-0.008089353,0.001619309,0.001179108,-0.041751332,1
-0.041733022,-0.008089353,0.001619309,0.001179108,-0.041733022,1
-0.041714712,-0.008089353,0.001619309,0.001179108,-0.041714712,1
-0.041696402,-0.008089353,0.001619309,0.001179108,-0.041696402,1
-0.041678092,-0.008089353,0.001619309,0.001179108,-0.041678092,1
-0.041659782,-0.008089353,0.001619309,0.001179108,-0.041659782,1
-0.041641472,-0.008089353,0.001619309,0.001179108,-0.041641472,1
-0.041623162,-0.008089353,0.001619309,0.001179108,-0.041623162,1
-0.041604852,-0.008089353,0.001619309,0.001179108,-0.041604852,1
-0.041586542,-0.008089353,0.001619309,0.001179108,-0.041586542,1
-0.041568232,-0.008089353,0.001619309,0.001179108,-0.041568232,1
-0.041549922,-0.008089353,0.001619309,0.001179108,-0.041549922,1
-0.041531612,-0.008089353,0.001619309,0.001179108,-0.041531612,1
-0.041513302,-0.011407614,0.001619309,0.001179108,-0.041513302,1
-0.041494992,-0.008089353,0.001619309,0.001179108,-0.041494992,1
-0.041476682,-0.008089353,0.001619309,0.001179108,-0.041476682,1
-0.041458372,-0.008089353,0.001619309,0.001179108,-0.041458372,1
-0.041440062,-0.004771093,0.001619309,0.001179108,-0.041440062,1
-0.041421752,-0.008089353,0.001619309,0.001179108,-0.041421752,1
-0.041403442,-0.008089353,0.001619309,0.001179108,-0.041403442,1
-0.041385132,-0.008089353,0.001619309,0.001179108,-0.041385132,1
-0.041366822,-0.008089353,0.001619309,0.001179108,-0.041366822,1
-0.041348512,-0.008089353,0.001619309,0.001179108,-0.041348512,1
-0.041330202,-0.004771093,0.001619309,0.001179108,-0.041330202,1
-0.041311892,-0.008089353,0.001619309,0.001179108,-0.041311892,1
-0.041293582,-0.008089353,0.001619309,0.001179108,-0.041293582,1
-0.041275272,-0.004771093,0.001619309,0.001179108,-0.041275272,1
-0.041256962,-0.004771093,0.001619309,0.001179108,-0.041256962,1
-0.041238652,-0.008089353,0.001619309,0.001179108,-0.041238652,1
-0.041220342,-0.008089353,0.004971471,0.003620001,-0.041220342,1
-0.041202032,-0.004771093,0.001619309,0.001179108,-0.041202032,1
-0.041183722,-0.008089353,0.001619309,0.001179108,-0.041183722,1
-0.041165412,-0.008089353,0.001619309,0.001179108,-0.041165412,1
-0.041147102,-0.008089353,0.001619309,0.001179108,-0.041147102,1
-0.041128792,-0.008089353,0.004971471,0.003620001,-0.041128792,1
-0.041110482,-0.008089353,0.001619309,0.001179108,-0.041110482,1
-0.041092172,-0.008089353,0.001619309,0.001179108,-0.041092172,1
-0.041073862,-0.004771093,0.004971471,0.003620001,-0.041073862,1
-0.041055552,-0.008089353,0.001619309,0.001179108,-0.041055552,1
-0.041037242,-0.004771093,0.001619309,0.001179108,-0.041037242,1
-0.041018932,-0.004771093,0.001619309,0.001179108,-0.041018932,1
-0.041000622,-0.004771093,0.004971471,0.003620001,-0.041000622,1
-0.040982312,-0.004771093,0.004971471,0.003620001,-0.040982312,1
-0.040964002,-0.008089353,0.004971471,0.003620001,-0.040964002,1
-0.040945692,-0.004771093,0.001619309,0.001179108,-0.040945692,1
-0.040927382,-0.004771093,0.001619309,0.001179108,-0.040927382,1
-0.040909072,-0.008089353,0.001619309,0.001179108,-0.040909072,1
-0.040890762,-0.008089353,0.001619309,0.001179108,-0.040890762,1
-0.040872452,-0.004771093,0.004971471,0.003620001,-0.040872452,1
-0.040854142,-0.008089353,0.001619309,0.001179108,-0.040854142,1
-0.040835832,-0.008089353,0.001619309,0.001179108,-0.040835832,1
-0.040817522,-0.008089353,0.001619309,0.001179108,-0.040817522,1
-0.040799212,-0.008089353,0.001619309,0.001179108,-0.040799212,1
-0.040780902,-0.008089353,0.001619309,0.001179108,-0.040780902,1
-0.040762592,-0.008089353,0.001619309,0.001179108,-0.040762592,1
-0.040744282,-0.008089353,0.001619309,0.001179108,-0.040744282,1
-0.040725972,-0.008089353,0.001619309,0.001179108,-0.040725972,1
-0.040707662,-0.008089353,0.004971471,0.003620001,-0.040707662,1
-0.040689352,-0.008089353,0.001619309,0.001179108,-0.040689352,1
-0.040671042,-0.004771093,0.001619309,0.001179108,-0.040671042,1
-0.040652732,-0.008089353,0.001619309,0.001179108,-0.040652732,1
-0.040634422,-0.008089353,0.001619309,0.001179108,-0.040634422,1
-0.040616112,-0.008089353,0.001619309,0.001179108,-0.040616112,1
-0.040597802,-0.008089353,0.001619309,0.001179108,-0.040597802,1
-0.040579492,-0.008089353,0.001619309,0.001179108,-0.040579492,1
-0.040561182,-0.008089353,0.004971471,0.003620001,-0.040561182,1
-0.040542872,-0.008089353,0.001619309,0.001179108,-0.040542872,1
-0.040524562,-0.008089353,0.001619309,0.001179108,-0.040524562,1
-0.040506252,-0.004771093,0.001619309,0.001179108,-0.040506252,1
-0.040487942,-0.008089353,0.004971471,0.003620001,-0.040487942,1
-0.040469632,-0.008089353,0.004971471,0.003620001,-0.040469632,1
-0.040451322,-0.004771093,0.001619309,0.001179108,-0.040451322,1
-0.040433012,-0.008089353,0.001619309,0.001179108,-0.040433012,1
-0.040414702,-0.008089353,0.004971471,0.003620001,-0.040414702,1
-0.040396392,-0.004771093,0.001619309,0.001179108,-0.040396392,1
-0.040378082,-0.008089353,0.001619309,0.001179108,-0.040378082,1
-0.040359772,-0.004771093,0.001619309,0.001179108,-0.040359772,1
-0.040341462,-0.004771093,0.001619309,0.001179108,-0.040341462,1
-0.040323152,-0.008089353,0.001619309,0.001179108,-0.040323152,1
-0.040304842,-0.008089353,0.001619309,0.001179108,-0.040304842,1
-0.040286532,-0.008089353,0.004971471,0.003620001,-0.040286532,1
-0.040268222,-0.008089353,0.004971471,0.003620001,-0.040268222,1
-0.040249912,-0.008089353,0.001619309,0.001179108,-0.040249912,1
-0.040231602,-0.004771093,0.001619309,0.001179108,-0.040231602,1
-0.040213292,-0.004771093,0.001619309,0.001179108,-0.040213292,1
-0.040194982,-0.004771093,0.001619309,0.001179108,-0.040194982,1
-0.040176672,-0.008089353,0.004971471,0.003620001,-0.040176672,1
-0.040158362,-0.008089353,0.001619309,0.001179108,-0.040158362,1
-0.040140052,-0.008089353,0.004971471,0.003620001,-0.040140052,1
-0.040121742,-0.008089353,0.004971471,0.003620001,-0.040121742,1
-0.040103432,-0.008089353,0.004971471,0.003620001,-0.040103432,1
-0.040085122,-0.008089353,0.001619309,0.001179108,-0.040085122,1
-0.040066812,-0.008089353,0.001619309,0.001179108,-0.040066812,1
-0.040048502,-0.008089353,0.004971471,0.003620001,-0.040048502,1
-0.040030192,-0.004771093,0.001619309,0.001179108,-0.040030192,1
-0.040011882,-0.008089353,0.004971471,0.003620001,-0.040011882,1
-0.039993572,-0.008089353,0.004971471,0.003620001,-0.039993572,1
-0.039975262,-0.004771093,0.001619309,0.001179108,-0.039975262,1
-0.039956952,-0.004771093,0.001619309,0.001179108,-0.039956952,1
-0.039938642,-0.008089353,0.001619309,0.001179108,-0.039938642,1
-0.039920332,-0.008089353,0.001619309,0.001179108,-0.039920332,1
-0.039902022,-0.008089353,0.001619309,0.001179108,-0.039902022,1
-0.039883712,-0.008089353,0.001619309,0.001179108,-0.039883712,1
-0.039865402,-0.004771093,0.001619309,0.001179108,-0.039865402,1
-0.039847092,-0.004771093,0.004971471,0.003620001,-0.039847092,1
-0.039828782,-0.008089353,0.004971471,0.003620001,-0.039828782,1
-0.039810472,-0.008089353,0.004971471,0.003620001,-0.039810472,1
-0.039792162,-0.004771093,0.001619309,0.001179108,-0.039792162,1
-0.039773852,-0.008089353,0.004971471,0.003620001,-0.039773852,1
-0.039755542,-0.004771093,0.004971471,0.003620001,-0.039755542,1
-0.039737232,-0.004771093,0.001619309,0.001179108,-0.039737232,1
-0.039718922,-0.004771093,0.001619309,0.001179108,-0.039718922,1
-0.039700612,-0.004771093,0.004971471,0.003620001,-0.039700612,1
-0.039682302,-0.008089353,0.001619309,0.001179108,-0.039682302,1
-0.039663992,-0.004771093,0.001619309,0.001179108,-0.039663992,1
-0.039645682,-0.004771093,0.001619309,0.001179108,-0.039645682,1
-0.039627372,-0.004771093,0.001619309,0.001179108,-0.039627372,1
-0.039609062,-0.004771093,0.001619309,0.001179108,-0.039609062,1
-0.039590752,-0.004771093,0.004971471,0.003620001,-0.039590752,1
-0.039572442,-0.004771093,0.004971471,0.003620001,-0.039572442,1
-0.039554132,-0.004771093,0.004971471,0.003620001,-0.039554132,1
-0.039535822,-0.004771093,0.004971471,0.003620001,-0.039535822,1
-0.039517512,-0.004771093,0.004971471,0.003620001,-0.039517512,1
-0.039499202,-0.004771093,0.004971471,0.003620001,-0.039499202,1
-0.039480892,-0.008089353,0.004971471,0.003620001,-0.039480892,1
-0.039462582,-0.004771093,0.001619309,0.001179108,-0.039462582,1
-0.039444272,-0.004771093,0.004971471,0.003620001,-0.039444272,1
-0.039425962,-0.004771093,0.004971471,0.003620001,-0.039425962,1
-0.039407652,-0.004771093,0.004971471,0.003620001,-0.039407652,1
-0.039389342,-0.004771093,0.004971471,0.003620001,-0.039389342,1
-0.039371032,-0.004771093,0.001619309,0.001179108,-0.039371032,1
-0.039352722,-0.004771093,0.004971471,0.003620001,-0.039352722,1
-0.039334412,-0.004771093,0.001619309,0.001179108,-0.039334412,1
-0.039316102,-0.004771093,0.001619309,0.001179108,-0.039316102,1
-0.039297792,-0.008089353,0.004971471,0.003620001,-0.039297792,1
-0.039279482,-0.004771093,0.004971471,0.003620001,-0.039279482,1
-0.039261172,-0.004771093,0.004971471,0.003620001,-0.039261172,1
-0.039242862,-0.008089353,0.004971471,0.003620001,-0.039242862,1
-0.039224552,-0.004771093,0.001619309,0.001179108,-0.039224552,1
-0.039206242,-0.008089353,0.001619309,0.001179108,-0.039206242,1
-0.039187932,-0.004771093,0.001619309,0.001179108,-0.039187932,1
-0.039169622,-0.004771093,0.004971471,0.003620001,-0.039169622,1
-0.039151312,-0.008089353,0.001619309,0.001179108,-0.039151312,1
-0.039133002,-0.004771093,0.004971471,0.003620001,-0.039133002,1
-0.039114692,-0.004771093,0.004971471,0.003620001,-0.039114692,1
-0.039096382,-0.004771093,0.001619309,0.001179108,-0.039096382,1
-0.039078072,-0.008089353,0.001619309,0.001179108,-0.039078072,1
-0.039059762,-0.004771093,0.001619309,0.001179108,-0.039059762,1
-0.039041452,-0.004771093,0.004971471,0.003620001,-0.039041452,1
-0.039023142,-0.004771093,0.001619309,0.001179108,-0.039023142,1
-0.039004832,-0.008089353,0.001619309,0.001179108,-0.039004832,1
-0.038986522,-0.008089353,0.001619309,0.001179108,-0.038986522,1
-0.038968212,-0.004771093,0.004971471,0.003620001,-0.038968212,1
-0.038949902,-0.004771093,0.004971471,0.003620001,-0.038949902,1
-0.038931592,-0.004771093,0.001619309,0.001179108,-0.038931592,1
-0.038913282,-0.004771093,0.001619309,0.001179108,-0.038913282,1
-0.038894972,-0.004771093,0.004971471,0.003620001,-0.038894972,1
-0.038876662,-0.004771093,0.001619309,0.001179108,-0.038876662,1
-0.038858352,-0.004771093,0.004971471,0.003620001,-0.038858352,1
-0.038840042,-0.008089353,0.004971471,0.003620001,-0.038840042,1
-0.038821732,-0.004771093,0.001619309,0.001179108,-0.038821732,1
-0.038803422,-0.004771093,0.004971471,0.003620001,-0.038803422,1
-0.038785112,-0.004771093,0.004971471,0.003620001,-0.038785112,1
-0.038766802,-0.004771093,0.004971471,0.003620001,-0.038766802,1
-0.038748492,-0.004771093,0.001619309,0.001179108,-0.038748492,1
-0.038730182,-0.004771093,0.001619309,0.001179108,-0.038730182,1
-0.038711872,-0.004771093,0.004971471,0.003620001,-0.038711872,1
-0.038693562,-0.004771093,0.001619309,0.001179108,-0.038693562,1
-0.038675252,-0.004771093,0.004971471,0.003620001,-0.038675252,1
-0.038656942,-0.004771093,0.001619309,0.001179108,-0.038656942,1
-0.038638632,-0.004771093,0.004971471,0.003620001,-0.038638632,1
-0.038620322,-0.004771093,0.001619309,0.001179108,-0.038620322,1
-0.038602012,-0.008089353,0.001619309,0.001179108,-0.038602012,1
-0.038583702,-0.008089353,0.004971471,0.003620001,-0.038583702,1
-0.038565392,-0.004771093,0.001619309,0.001179108,-0.038565392,1
-0.038547082,-0.008089353,0.004971471,0.003620001,-0.038547082,1
-0.038528772,-0.004771093,0.004971471,0.003620001,-0.038528772,1
-0.038510462,-0.004771093,0.001619309,0.001179108,-0.038510462,1
-0.038492152,-0.004771093,0.001619309,0.001179108,-0.038492152,1
-0.038473842,-0.004771093,0.001619309,0.001179108,-0.038473842,1
-0.038455532,-0.004771093,0.001619309,0.001179108,-0.038455532,1
-0.038437222,-0.004771093,0.004971471,0.003620001,-0.038437222,1
-0.038418912,-0.004771093,0.004971471,0.003620001,-0.038418912,1
-0.038400602,-0.004771093,0.001619309,0.001179108,-0.038400602,1
-0.038382292,-0.004771093,0.001619309,0.001179108,-0.038382292,1
-0.038363982,-0.004771093,0.004971471,0.003620001,-0.038363982,1
-0.038345672,-0.004771093,0.004971471,0.003620001,-0.038345672,1
-0.038327362,-0.004771093,0.004971471,0.003620001,-0.038327362,1
-0.038309052,-0.004771093,0.004971471,0.003620001,-0.038309052,1
-0.038290742,-0.004771093,0.004971471,0.003620001,-0.038290742,1
-0.038272432,-0.004771093,0.004971471,0.003620001,-0.038272432,1
-0.038254122,-0.004771093,0.004971471,0.003620001,-0.038254122,1
-0.038235812,-0.004771093,0.004971471,0.003620001,-0.038235812,1
-0.038217502,-0.004771093,0.004971471,0.003620001,-0.038217502,1
-0.038199192,-0.004771093,0.004971471,0.003620001,-0.038199192,1
-0.038180882,-0.004771093,0.004971471,0.003620001,-0.038180882,1
-0.038162572,-0.004771093,0.004971471,0.003620001,-0.038162572,1
-0.038144262,-0.004771093,0.004971471,0.003620001,-0.038144262,1
-0.038125952,-0.004771093,0.004971471,0.003620001,-0.038125952,1
-0.038107642,-0.004771093,0.004971471,0.003620001,-0.038107642,1
-0.038089332,-0.004771093,0.004971471,0.003620001,-0.038089332,1
-0.038071022,-0.004771093,0.001619309,0.001179108,-0.038071022,1
-0.038052712,-0.004771093,0.001619309,0.001179108,-0.038052712,1
-0.038034402,-0.004771093,0.001619309,0.001179108,-0.038034402,1
-0.038016092,-0.004771093,0.001619309,0.001179108,-0.038016092,1
-0.037997782,-0.004771093,0.004971471,0.003620001,-0.037997782,1
-0.037979472,-0.004771093,0.004971471,0.003620001,-0.037979472,1
-0.037961162,-0.001452832,0.001619309,0.001179108,-0.037961162,1
-0.037942852,-0.004771093,0.004971471,0.003620001,-0.037942852,1
-0.037924542,-0.004771093,0.004971471,0.003620001,-0.037924542,1
-0.037906232,-0.004771093,0.001619309,0.001179108,-0.037906232,1
-0.037887922,-0.004771093,0.004971471,0.003620001,-0.037887922,1
-0.037869612,-0.004771093,0.001619309,0.001179108,-0.037869612,1
-0.037851302,-0.004771093,0.004971471,0.003620001,-0.037851302,1
-0.037832992,-0.004771093,0.001619309,0.001179108,-0.037832992,1
-0.037814682,-0.004771093,0.004971471,0.003620001,-0.037814682,1
-0.037796372,-0.004771093,0.001619309,0.001179108,-0.037796372,1
-0.037778062,-0.004771093,0.001619309,0.001179108,-0.037778062,1
-0.037759752,-0.004771093,0.004971471,0.003620001,-0.037759752,1
-0.037741442,-0.004771093,0.004971471,0.003620001,-0.037741442,1
-0.037723132,-0.004771093,0.001619309,0.001179108,-0.037723132,1
-0.037704822,-0.004771093,0.001619309,0.001179108,-0.037704822,1
-0.037686512,-0.004771093,0.001619309,0.001179108,-0.037686512,1
-0.037668202,-0.004771093,0.001619309,0.001179108,-0.037668202,1
-0.037649892,-0.004771093,0.001619309,0.001179108,-0.037649892,1
-0.037631582,-0.004771093,0.001619309,0.001179108,-0.037631582,1
-0.037613272,-0.004771093,0.001619309,0.001179108,-0.037613272,1
-0.037594962,-0.004771093,0.004971471,0.003620001,-0.037594962,1
-0.037576652,-0.004771093,0.004971471,0.003620001,-0.037576652,1
-0.037558342,-0.004771093,0.004971471,0.003620001,-0.037558342,1
-0.037540032,-0.004771093,0.001619309,0.001179108,-0.037540032,1
-0.037521722,-0.004771093,0.004971471,0.003620001,-0.037521722,1
-0.037503412,-0.004771093,0.004971471,0.003620001,-0.037503412,1
-0.037485102,-0.004771093,0.004971471,0.003620001,-0.037485102,1
-0.037466792,-0.008089353,0.004971471,0.003620001,-0.037466792,1
-0.037448482,-0.004771093,0.001619309,0.001179108,-0.037448482,1
-0.037430172,-0.008089353,0.004971471,0.003620001,-0.037430172,1
-0.037411862,-0.004771093,0.004971471,0.003620001,-0.037411862,1
-0.037393552,-0.008089353,0.004971471,0.003620001,-0.037393552,1
-0.037375242,-0.004771093,0.004971471,0.003620001,-0.037375242,1
-0.037356932,-0.004771093,0.001619309,0.001179108,-0.037356932,1
-0.037338622,-0.004771093,0.004971471,0.003620001,-0.037338622,1
-0.037320312,-0.008089353,0.004971471,0.003620001,-0.037320312,1
-0.037302002,-0.004771093,0.004971471,0.003620001,-0.037302002,1
-0.037283692,-0.004771093,0.004971471,0.003620001,-0.037283692,1
-0.037265382,-0.008089353,0.001619309,0.001179108,-0.037265382,1
-0.037247072,-0.008089353,0.001619309,0.001179108,-0.037247072,1
-0.037228762,-0.004771093,0.004971471,0.003620001,-0.037228762,1
-0.037210452,-0.004771093,0.004971471,0.003620001,-0.037210452,1
-0.037192142,-0.008089353,0.001619309,0.001179108,-0.037192142,1
-0.037173832,-0.008089353,0.004971471,0.003620001,-0.037173832,1
-0.037155522,-0.004771093,0.001619309,0.001179108,-0.037155522,1
-0.037137212,-0.004771093,0.004971471,0.003620001,-0.037137212,1
-0.037118902,-0.004771093,0.004971471,0.003620001,-0.037118902,1
-0.037100592,-0.004771093,0.001619309,0.001179108,-0.037100592,1
-0.037082282,-0.004771093,0.001619309,0.001179108,-0.037082282,1
-0.037063972,-0.004771093,0.001619309,0.001179108,-0.037063972,1
-0.037045662,-0.004771093,0.001619309,0.001179108,-0.037045662,1
-0.037027352,-0.004771093,0.001619309,0.001179108,-0.037027352,1
-0.037009042,-0.004771093,0.001619309,0.001179108,-0.037009042,1
-0.036990732,-0.004771093,0.004971471,0.003620001,-0.036990732,1
-0.036972422,-0.004771093,0.004971471,0.003620001,-0.036972422,1
-0.036954112,-0.004771093,0.004971471,0.003620001,-0.036954112,1
-0.036935802,-0.004771093,0.001619309,0.001179108,-0.036935802,1
-0.036917492,-0.008089353,0.001619309,0.001179108,-0.036917492,1
-0.036899182,-0.008089353,0.001619309,0.001179108,-0.036899182,1
-0.036880872,-0.008089353,0.001619309,0.001179108,-0.036880872,1
-0.036862562,-0.004771093,0.001619309,0.001179108,-0.036862562,1
-0.036844252,-0.008089353,0.004971471,0.003620001,-0.036844252,1
-0.036825942,-0.008089353,0.004971471,0.003620001,-0.036825942,1
-0.036807632,-0.004771093,0.004971471,0.003620001,-0.036807632,1
-0.036789322,-0.004771093,0.001619309,0.001179108,-0.036789322,1
-0.036771012,-0.004771093,0.004971471,0.003620001,-0.036771012,1
-0.036752702,-0.004771093,0.004971471,0.003620001,-0.036752702,1
-0.036734392,-0.008089353,0.004971471,0.003620001,-0.036734392,1
-0.036716082,-0.004771093,0.004971471,0.003620001,-0.036716082,1
-0.036697772,-0.004771093,0.004971471,0.003620001,-0.036697772,1
-0.036679462,-0.008089353,0.004971471,0.003620001,-0.036679462,1
-0.036661152,-0.004771093,0.004971471,0.003620001,-0.036661152,1
-0.036642842,-0.004771093,0.004971471,0.003620001,-0.036642842,1
-0.036624532,-0.004771093,0.001619309,0.001179108,-0.036624532,1
-0.036606222,-0.004771093,0.004971471,0.003620001,-0.036606222,1
-0.036587912,-0.004771093,0.004971471,0.003620001,-0.036587912,1
-0.036569602,-0.004771093,0.001619309,0.001179108,-0.036569602,1
-0.036551292,-0.004771093,0.004971471,0.003620001,-0.036551292,1
-0.036532982,-0.004771093,0.001619309,0.001179108,-0.036532982,1
-0.036514672,-0.004771093,0.001619309,0.001179108,-0.036514672,1
-0.036496362,-0.004771093,0.001619309,0.001179108,-0.036496362,1
-0.036478052,-0.004771093,0.004971471,0.003620001,-0.036478052,1
-0.036459742,-0.004771093,0.004971471,0.003620001,-0.036459742,1
-0.036441432,-0.004771093,0.004971471,0.003620001,-0.036441432,1
-0.036423122,-0.004771093,0.001619309,0.001179108,-0.036423122,1
-0.036404812,-0.008089353,0.001619309,0.001179108,-0.036404812,1
-0.036386502,-0.008089353,0.004971471,0.003620001,-0.036386502,1
-0.036368192,-0.008089353,0.001619309,0.001179108,-0.036368192,1
-0.036349882,-0.008089353,0.001619309,0.001179108,-0.036349882,1
-0.036331572,-0.008089353,0.004971471,0.003620001,-0.036331572,1
-0.036313262,-0.004771093,0.004971471,0.003620001,-0.036313262,1
-0.036294952,-0.004771093,0.001619309,0.001179108,-0.036294952,1
-0.036276642,-0.008089353,0.001619309,0.001179108,-0.036276642,1
-0.036258332,-0.004771093,0.001619309,0.001179108,-0.036258332,1
-0.036240022,-0.004771093,0.001619309,0.001179108,-0.036240022,1
-0.036221712,-0.004771093,0.001619309,0.001179108,-0.036221712,1
-0.036203402,-0.004771093,0.004971471,0.003620001,-0.036203402,1
-0.036185092,-0.004771093,0.004971471,0.003620001,-0.036185092,1
-0.036166782,-0.004771093,0.004971471,0.003620001,-0.036166782,1
-0.036148472,-0.004771093,0.004971471,0.003620001,-0.036148472,1
-0.036130162,-0.008089353,0.004971471,0.003620001,-0.036130162,1
-0.036111852,-0.008089353,0.001619309,0.001179108,-0.036111852,1
-0.036093542,-0.008089353,0.004971471,0.003620001,-0.036093542,1
-0.036075232,-0.008089353,0.004971471,0.003620001,-0.036075232,1
-0.036056922,-0.004771093,0.001619309,0.001179108,-0.036056922,1
-0.036038612,-0.004771093,0.001619309,0.001179108,-0.036038612,1
-0.036020302,-0.004771093,0.001619309,0.001179108,-0.036020302,1
-0.036001992,-0.004771093,0.001619309,0.001179108,-0.036001992,1
-0.035983682,-0.008089353,0.004971471,0.003620001,-0.035983682,1
-0.035965372,-0.004771093,0.001619309,0.001179108,-0.035965372,1
-0.035947062,-0.008089353,0.004971471,0.003620001,-0.035947062,1
-0.035928752,-0.004771093,0.001619309,0.001179108,-0.035928752,1
-0.035910442,-0.004771093,0.004971471,0.003620001,-0.035910442,1
-0.035892132,-0.004771093,0.004971471,0.003620001,-0.035892132,1
-0.035873822,-0.008089353,0.004971471,0.003620001,-0.035873822,1
-0.035855512,-0.004771093,0.004971471,0.003620001,-0.035855512,1
-0.035837202,-0.004771093,0.004971471,0.003620001,-0.035837202,1
-0.035818892,-0.004771093,0.004971471,0.003620001,-0.035818892,1
-0.035800582,-0.008089353,0.001619309,0.001179108,-0.035800582,1
-0.035782272,-0.004771093,0.001619309,0.001179108,-0.035782272,1
-0.035763962,-0.008089353,0.004971471,0.003620001,-0.035763962,1
-0.035745652,-0.004771093,0.001619309,0.001179108,-0.035745652,1
-0.035727342,-0.008089353,0.004971471,0.003620001,-0.035727342,1
-0.035709032,-0.008089353,0.004971471,0.003620001,-0.035709032,1
-0.035690722,-0.008089353,0.001619309,0.001179108,-0.035690722,1
-0.035672412,-0.004771093,0.001619309,0.001179108,-0.035672412,1
-0.035654102,-0.008089353,0.001619309,0.001179108,-0.035654102,1
-0.035635792,-0.008089353,0.004971471,0.003620001,-0.035635792,1
-0.035617482,-0.004771093,0.004971471,0.003620001,-0.035617482,1
-0.035599172,-0.004771093,0.004971471,0.003620001,-0.035599172,1
-0.035580862,-0.004771093,0.001619309,0.001179108,-0.035580862,1
-0.035562552,-0.004771093,0.001619309,0.001179108,-0.035562552,1
-0.035544242,-0.008089353,0.001619309,0.001179108,-0.035544242,1
-0.035525932,-0.008089353,0.001619309,0.001179108,-0.035525932,1
-0.035507622,-0.004771093,0.001619309,0.001179108,-0.035507622,1
-0.035489312,-0.008089353,0.004971471,0.003620001,-0.035489312,1
-0.035471002,-0.004771093,0.001619309,0.001179108,-0.035471002,1
-0.035452692,-0.004771093,0.001619309,0.001179108,-0.035452692,1
-0.035434382,-0.004771093,0.001619309,0.001179108,-0.035434382,1
-0.035416072,-0.004771093,0.001619309,0.001179108,-0.035416072,1
-0.035397762,-0.004771093,0.001619309,0.001179108,-0.035397762,1
-0.035379452,-0.004771093,0.004971471,0.003620001,-0.035379452,1
-0.035361142,-0.004771093,0.001619309,0.001179108,-0.035361142,1
-0.035342832,-0.004771093,0.004971471,0.003620001,-0.035342832,1
-0.035324522,-0.004771093,0.004971471,0.003620001,-0.035324522,1
-0.035306212,-0.008089353,0.001619309,0.001179108,-0.035306212,1
-0.035287902,-0.008089353,0.004971471,0.003620001,-0.035287902,1
-0.035269592,-0.004771093,0.001619309,0.001179108,-0.035269592,1
-0.035251282,-0.004771093,0.001619309,0.001179108,-0.035251282,1
-0.035232972,-0.004771093,0.001619309,0.001179108,-0.035232972,1
-0.035214662,-0.008089353,0.001619309,0.001179108,-0.035214662,1
-0.035196352,-0.004771093,0.001619309,0.001179108,-0.035196352,1
-0.035178042,-0.008089353,0.004971471,0.003620001,-0.035178042,1
-0.035159732,-0.004771093,0.001619309,0.001179108,-0.035159732,1
-0.035141422,-0.008089353,0.001619309,0.001179108,-0.035141422,1
-0.035123112,-0.004771093,0.001619309,0.001179108,-0.035123112,1
-0.035104802,-0.004771093,0.001619309,0.001179108,-0.035104802,1
-0.035086492,-0.004771093,0.001619309,0.001179108,-0.035086492,1
-0.035068182,-0.004771093,0.004971471,0.003620001,-0.035068182,1
-0.035049872,-0.004771093,0.001619309,0.001179108,-0.035049872,1
-0.035031562,-0.008089353,0.004971471,0.003620001,-0.035031562,1
-0.035013252,-0.004771093,0.004971471,0.003620001,-0.035013252,1
-0.034994942,-0.004771093,0.001619309,0.001179108,-0.034994942,1
-0.034976632,-0.004771093,0.001619309,0.001179108,-0.034976632,1
-0.034958322,-0.008089353,0.001619309,0.001179108,-0.034958322,1
-0.034940012,-0.004771093,0.001619309,0.001179108,-0.034940012,1
-0.034921702,-0.004771093,0.001619309,0.001179108,-0.034921702,1
-0.034903392,-0.008089353,0.001619309,0.001179108,-0.034903392,1
-0.034885082,-0.004771093,0.001619309,0.001179108,-0.034885082,1
-0.034866772,-0.004771093,0.004971471,0.003620001,-0.034866772,1
-0.034848462,-0.004771093,0.001619309,0.001179108,-0.034848462,1
-0.034830152,-0.008089353,0.001619309,0.001179108,-0.034830152,1
-0.034811842,-0.008089353,0.001619309,0.001179108,-0.034811842,1
-0.034793532,-0.004771093,0.001619309,0.001179108,-0.034793532,1
-0.034775222,-0.008089353,0.001619309,0.001179108,-0.034775222,1
