#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AF1F70
#Date Time: 2020-09-24 15:56:21.286
#Sample rate: 8000Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Falling Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 10 X
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 10 X
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Pulse
#Frequency: 1 Hz
#Period: 1 s
#Amplitude: 2.5 V
#Offset: 0 V
#Symmetry: 0.4 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.465,-0.01372343635072326,-0.01430108520624517
-0.464875,-0.01372343635072326,-0.01430108520624517
-0.46475,-0.01039189098952142,-0.01430108520624517
-0.464625,-0.01372343635072326,-0.01430108520624517
-0.4645,-0.01372343635072326,-0.01430108520624517
-0.464375,-0.01372343635072326,-0.01430108520624517
-0.4642500000000001,-0.01372343635072326,-0.01430108520624517
-0.464125,-0.01372343635072326,-0.01430108520624517
-0.464,-0.01372343635072326,-0.01430108520624517
-0.463875,-0.01372343635072326,-0.01430108520624517
-0.46375,-0.01372343635072326,-0.01430108520624517
-0.463625,-0.01039189098952142,-0.01430108520624517
-0.4635,-0.01039189098952142,-0.01430108520624517
-0.463375,-0.01372343635072326,-0.01430108520624517
-0.4632500000000001,-0.01372343635072326,-0.01430108520624517
-0.463125,-0.01039189098952294,-0.01430108520624517
-0.463,-0.01372343635072326,-0.01430108520624517
-0.462875,-0.01372343635072326,-0.01430108520624517
-0.46275,-0.01039189098952142,-0.01096326434272859
-0.462625,-0.01039189098952142,-0.01430108520624517
-0.4625,-0.01039189098952142,-0.01430108520624517
-0.462375,-0.01039189098952142,-0.01430108520624517
-0.46225,-0.01372343635072174,-0.01430108520624517
-0.462125,-0.01039189098952294,-0.01430108520624517
-0.462,-0.01039189098952142,-0.01430108520624517
-0.461875,-0.01039189098952142,-0.01430108520624517
-0.46175,-0.01039189098952142,-0.01430108520624517
-0.461625,-0.01039189098952142,-0.01430108520624517
-0.4615,-0.01039189098952142,-0.01430108520624517
-0.461375,-0.01039189098952142,-0.01430108520624517
-0.46125,-0.01039189098952142,-0.01430108520624517
-0.461125,-0.01039189098952142,-0.0109632643427301
-0.461,-0.01039189098952142,-0.01430108520624517
-0.460875,-0.01039189098952142,-0.0109632643427301
-0.46075,-0.01039189098952142,-0.01096326434272859
-0.460625,-0.01039189098952142,-0.01096326434272859
-0.4605,-0.01039189098952142,-0.01096326434272859
-0.460375,-0.01039189098952142,-0.01096326434272859
-0.46025,-0.01039189098952142,-0.01096326434272859
-0.460125,-0.01039189098952142,-0.01096326434272859
-0.46,-0.01039189098952142,-0.01096326434272859
-0.459875,-0.01039189098952142,-0.01096326434272859
-0.45975,-0.01039189098952142,-0.01096326434272859
-0.459625,-0.01039189098952142,-0.01096326434272859
-0.4595,-0.007060345628321106,-0.01096326434272859
-0.459375,-0.01039189098952142,-0.01096326434272859
-0.45925,-0.01039189098952142,-0.01096326434272859
-0.459125,-0.01039189098952142,-0.01096326434272859
-0.459,-0.007060345628319592,-0.01096326434272859
-0.458875,-0.007060345628319592,-0.01096326434272859
-0.45875,-0.007060345628319592,-0.01096326434272859
-0.4586249999999999,-0.007060345628319592,-0.01096326434272859
-0.4585,-0.01039189098951991,-0.01096326434272859
-0.458375,-0.01039189098952142,-0.01096326434272859
-0.45825,-0.01039189098952142,-0.01096326434272859
-0.458125,-0.007060345628321106,-0.01096326434272859
-0.458,-0.007060345628319592,-0.01096326434272859
-0.457875,-0.01039189098951991,-0.01096326434272859
-0.45775,-0.01039189098952142,-0.01096326434272859
-0.4576249999999999,-0.01039189098952142,-0.01096326434272859
-0.4575,-0.01039189098952142,-0.01096326434272859
-0.457375,-0.007060345628319592,-0.01096326434272859
-0.45725,-0.007060345628319592,-0.01096326434272859
-0.457125,-0.01039189098951991,-0.01096326434272859
-0.457,-0.01039189098952142,-0.01096326434272859
-0.456875,-0.01039189098952142,-0.01096326434272859
-0.45675,-0.01039189098952142,-0.01096326434272859
-0.4566249999999999,-0.01039189098952142,-0.01096326434272859
-0.4565,-0.01039189098952142,-0.007625443479213517
-0.456375,-0.01039189098952142,-0.01096326434272859
-0.45625,-0.01039189098952142,-0.01096326434272859
-0.456125,-0.007060345628321106,-0.01096326434272859
-0.456,-0.01039189098952142,-0.01096326434272859
-0.455875,-0.007060345628321106,-0.007625443479213517
-0.45575,-0.007060345628319592,-0.01096326434272859
-0.4556249999999999,-0.01039189098952142,-0.01096326434272859
-0.4555,-0.01039189098952142,-0.01096326434272859
-0.455375,-0.01039189098952142,-0.01096326434272859
-0.45525,-0.01039189098952142,-0.01096326434272859
-0.455125,-0.01039189098952142,-0.01096326434272859
-0.455,-0.01039189098952142,-0.01096326434272859
-0.454875,-0.01039189098952142,-0.01096326434272859
-0.45475,-0.01039189098952142,-0.01096326434272859
-0.4546249999999999,-0.01039189098952142,-0.01096326434272859
-0.4545,-0.01039189098952142,-0.01096326434272859
-0.454375,-0.01039189098952142,-0.01096326434272859
-0.45425,-0.01039189098952142,-0.01096326434272859
-0.454125,-0.01039189098952142,-0.01096326434272859
-0.454,-0.01039189098952142,-0.01096326434272859
-0.453875,-0.01039189098952142,-0.01096326434272859
-0.45375,-0.01039189098952142,-0.01096326434272859
-0.4536249999999999,-0.01039189098952142,-0.01096326434272859
-0.4535,-0.01039189098952142,-0.01096326434272859
